Address,info_a,info_b,price,size
"Pasuunatie 8 B, Kannelmäki, Helsinki","
				Kerrostalo, 2000
			","
				3 h, k, kph, sauna, lasitettu parveke (Yj. 3h+k+s)
			","
258 000 €


","

258 000 €




71,5 m²



"
"Amiraali Cronstedtin ranta 7 B, Herttoniemenranta, Helsinki","
				Rivitalo, 2008
			","
				3h, k, kph, wc, sauna, khh, parveke, 2 x terassi
			","
714 000 €


","

714 000 €




113 m²



"
"Ilomäentie 5 C, Laajasalo, Helsinki","
				Kerrostalo, 1976
			","
				2h, k, kph, parveke
			","
138 000 €


","

138 000 €




52,5 m²



"
"Tyynelänkuja 5 B, Malmi, Helsinki","
				Kerrostalo, 1982
			","
				3h, k, s, wc, kph, p
			","
169 000 €


","

169 000 €




73 m²



"
"Mustikkarinne 1, Mellunkylä, Helsinki","
				Paritalo, 2000
			","
				3h+avok+kph+s
			","
339 000 €


","

339 000 €




73,7 m²



"
"Yliskylän puistokatu 9 A, Yliskylä, Helsinki","
				Kerrostalo, 2021
			","
				3-4h + avokeittiö + kph + wc + 2x vh + lasitettu parveke
			","
467 000 €


","

467 000 €




85,5 m²



"
"Speranskintie 1, Eira, Helsinki","
				Kerrostalo, 1900
			","
				3h, k, kph, wc
			","
647 000 €


","

647 000 €




82 m²



"
"Rakuunantie 10 A, Munkkiniemi, Helsinki","
				Kerrostalo, 1951
			","
				2-3h+k+kph (3 huonetta ja keittiö)
			","
315 000 €


","

315 000 €




57 m²



"
"Lavakatu 5 B, Pasila, Helsinki","
				Kerrostalo, 2022
			","
				3h+k (yhtiöjärjestyksen mukaan 3H+K)
			","
294 900 €


","

294 900 €




68,5 m²



"
"Tuulimyllyntie 7 A, Myllypuro, Helsinki","
				Kerrostalo, 1966
			","
				3h+k
			","
165 000 €


","

165 000 €




63,5 m²



"
"Kollikatu 2 A, Ilmala, Helsinki","
				Kerrostalo, 2022
			","
				2h+kt (yhtiöjärjestyksen mukaan 2H+KT)
			","
212 000 €


				Hoitovastike 266,5 €/kk
			
","

212 000 €


				Hoitovastike 266,5 €/kk
			


32,5 m²

				6 523,1 €/m²
			


4/5

				Kerros
			

"
"Puistokaari 1 A, Lauttasaari, Helsinki","
				Kerrostalo, 1957
			","
				3h+k+kh
			","
394 000 €


","

394 000 €




56 m²



"
"Opastinsilta 9, Pasila, Helsinki","
				Kerrostalo, 1978
			","
				3h + avok + p
			","
327 000 €


","

327 000 €




72,5 m²



"
"Ilotulitustie 16, Marjaniemi, Helsinki","
				Kerrostalo, 1999
			","
				2h, k, kph, sauna ja lasitettu parveke
			","
199 000 €


","

199 000 €




62 m²



"
"Keinulaudantie 5 B, Kontula, Helsinki","
				Kerrostalo, 1966
			","
				3h+k+kh+WC+parv.
			","
179 000 €


","

179 000 €




75 m²



"
"Turkoosikuja 4, Kuninkaantammi, Helsinki","
				Kerrostalo, 2020
			","
				2h+kt
			","
31 808 €


","

31 808 €




50 m²



"
"Ruutikuja 2, Kivikko, Helsinki","
				Kerrostalo, 2001
			","
				3H+K+S
			","
32 658 €


","

32 658 €




75,5 m²



"
"Huopalahdentie 7, Munkkiniemi, Helsinki","
				Kerrostalo, 1952
			","
				2h+k+kph+p
			","
339 000 €


","

339 000 €




52 m²



"
"Bulevardi 14 B, Kamppi, Helsinki","
				Kerrostalo, 1896
			","
				2H+KT
			","
649 000 €


","

649 000 €




36,5 m²



"
"Pihkatie 3 A, Malminkartano, Helsinki","
				Kerrostalo, 1985
			","
				2h, keittiö, kph, lasitettu parveke (YJ: 2h+k)
			","
175 000 €


","

175 000 €




57 m²



"
"Lapinrinne 2, Kamppi, Helsinki","
				Kerrostalo, 1979
			","
				3h, k, kph, lasit.p
			","
425 000 €


","

425 000 €




63,5 m²



"
"Jakomäentie 15 D, Jakomäki-Alppikylä, Helsinki","
				Rivitalo, 1989
			","
				2h+k
			","
195 000 €


","

195 000 €




56 m²



"
"Porvoonkatu 3 F, Kallio, Helsinki","
				Kerrostalo, 1961
			","
				2h, k, kph, vh, lasitettu parveke
			","
318 000 €


","

318 000 €




58 m²



"
"Mikonkatu 25 A, Kluuvi, Helsinki","
				Kerrostalo, 1974
			","
				2h, k, kph, parveke (yhtiöjärjestyksen mukaan 2h+k)
			","
474 000 €


","

474 000 €




60 m²



"
"Mätästie 1 C, Suurmetsä, Helsinki","
				Kerrostalo, 1971
			","
				2h+kk+kph+las.parv
			","
69 000 €


","

69 000 €




50,5 m²



"
"Turumankatu 22, Laajasalo, Helsinki","
				Kerrostalo, 2022
			","
				3h+kt+s
			","
52 615 €


","

52 615 €




65 m²



"
"Kaarenjalka 3 C, Kontula, Helsinki","
				Kerrostalo, 1968
			","
				2h,k,kph,vh,lasitettu parveke
			","
128 000 €


","

128 000 €




56 m²



"
"Föglönkuja 11 B, Laajasalo, Helsinki","
				Kerrostalo, 2019
			","
				2-3h+kt+kph+las.parv
			","
330 000 €


","

330 000 €




57,5 m²



"
"Kymintie 23 A, Kumpula, Helsinki","
				Kerrostalo, 1927
			","
				3h, tupakeittiö, 2 x kph, wc-tila
			","
489 000 €


","

489 000 €




80 m²



"
"Vattuniemenkatu 14, Lauttasaari, Helsinki","
				Kerrostalo, 1977
			","
				3h+k+kph+vh+lasitettu parveke
			","
360 000 €


","

360 000 €




73,5 m²



"
"Harjutorinkatu 1 A, Kallio, Helsinki","
				Kerrostalo, 1928
			","
				2h
			","
239 000 €


","

239 000 €




33 m²



"
"Kurkimäentie 23 A, Kurkimäki, Helsinki","
				Kerrostalo, 1988
			","
				3h, k, kph, lasitettu parveke, ranskalainen parveke.
			","
187 000 €


","

187 000 €




74,5 m²



"
"Laivalahdenkaari 9, Herttoniemenranta, Helsinki","
				Kerrostalo, 1997
			","
				3H+K+S
			","
25 916 €


","

25 916 €




71 m²



"
"Sinebrychoffinkatu 11 C, Punavuori, Helsinki","
				Kerrostalo, 1982
			","
				3 h, keittiö, kph, sauna, erillinen wc ja parveke
			","
573 000 €


				Hoitovastike 450,9 €/kk
			
","

573 000 €


				Hoitovastike 450,9 €/kk
			


83,5 m²

				6 862,3 €/m²
			


7/8

				Kerros
			

"
"Mäkitorpantie 36, Oulunkylä, Helsinki","
				Kerrostalo, 1965
			","
				2h, k, kph, lasitettu parveke
			","
215 000 €


","

215 000 €




54 m²



"
"Hämeentie 58-60 C, Kallio, Helsinki","
				Kerrostalo, 1986
			","
				3h, k, et, kph, vh, kh
			","
379 000 €


","

379 000 €




90 m²



"
"Jousimiehentie 9, Siltamäki, Helsinki","
				Kerrostalo, 1973
			","
				2h+k+kph+parv
			","
134 000 €


","

134 000 €




63 m²



"
"Hiekkalaiturintie 4, Vuosaari, Helsinki","
				Kerrostalo, 1996
			","
				2H+K+S
			","
19 011 €


","

19 011 €




53,5 m²



"
"Rekitie 16, Vartiokylä/Mellunkylä, Helsinki","
				Rivitalo, 1992
			","
				3-4h + k + kph + erill. wc + piha
			","
240 000 €


","

240 000 €




96 m²



"
"Pakilantie 76 A 12, Länsi-Pakila, Helsinki","
				Kerrostalo, 2023
			","
				3h+kt+kph+las.parv
			","
396 150 €


","

396 150 €




56 m²



"
"Ollilantie 2 M, Tapaninvainio, Helsinki","
				Rivitalo, 2008
			","
				3 h + k + s
			","
319 000 €


","

319 000 €




81 m²



"
"Linnoittajantie 9 B 23, Kivikko, Helsinki","
				Kerrostalo, 2001
			","
				2H+KK+S
			","
21 073 €


","

21 073 €




49 m²



"
"Notkotie 48, Tapaninkylä, Helsinki","
				Paritalo, 1986
			","
				3-4h+k+2xkph+s+wc+terassi
			","
330 000 €


","

330 000 €




92,3 m²



"
"Kirstinkatu 13 C, Alppiharju, Helsinki","
				Kerrostalo, 1939
			","
				3h+avok+kph/wc+viherhuone (YJ:n mukaan 2h+avok)
			","
598 000 €


","

598 000 €




74 m²



"
"Työnjohtajankatu 5, Herttoniemi, Helsinki","
				Kerrostalo, 2022
			","
				2h+avokeittiö+kph+iso las.parveke
			","
345 000 €


","

345 000 €




43 m²



"
"Kitarakuja 4 B, Kannelmäki, Helsinki","
				Kerrostalo, 1985
			","
				2h+kk
			","
126 000 €


","

126 000 €




32 m²



"
"Korsholmantie 8 C, Puotinharju, Helsinki","
				Kerrostalo, 1964
			","
				2h, k, kph, et, vh, las.parveke
			","
169 000 €


","

169 000 €




53 m²



"
"Tiirismaantie 5 B, Pihlajisto, Helsinki","
				Kerrostalo, 1970
			","
				3h+k+kph (yhtiöjärjestyksen mukaan 3h+k)
			","
212 000 €


				Hoitovastike 473 €/kk
			
","

212 000 €


				Hoitovastike 473 €/kk
			


74,5 m²

				2 845,6 €/m²
			


6/7

				Kerros
			

"
"Haarniskatie 14 A, Puotila, Helsinki","
				Kerrostalo, 1961
			","
				3h+k
			","
224 000 €


","

224 000 €




67 m²



"
"Katajaharjuntie 2-4, Lauttasaari, Helsinki","
				Kerrostalo, 1963
			","
				2H, KK, KPH, LASIT.PARV.
			","
298 000 €


","

298 000 €




45,5 m²



"
"Kalliolanrinne 3 A, Alppiharju, Helsinki","
				Kerrostalo, 1939
			","
				2-3h+avok+kph+viherhuone (yj. mukaan 2h+avok)
			","
618 000 €


","

618 000 €




76 m²



"
"Ruusulankatu 11 A, Töölö, Helsinki","
				Kerrostalo, 1955
			","
				3h, k, kph, parveke
			","
408 000 €


","

408 000 €




74 m²



"
"Poutunkuja 5 B 42, Haaga, Helsinki","
				Kerrostalo, 2010
			","
				3h + avok + p + vh
			","
293 342 €


","

293 342 €




65,5 m²



"
"Tuulimyllyntie 1 B, Myllypuro, Helsinki","
				Kerrostalo, 1965
			","
				2h, k, kph, lasitettu parveke
			","
142 000 €


","

142 000 €




45,5 m²



"
"Fredrikinkatu 79 C, Etu-Töölö, Helsinki","
				Kerrostalo, 1912
			","
				1-2h, avok, alkovi ja kph
			","
448 000 €


","

448 000 €




55 m²



"
"Vattuniemenkatu 10 B, Lauttasaari, Helsinki","
				Kerrostalo, 2001
			","
				2h, avok, kph, s, et, lasit.parv. (YJ: 2h+k+s)
			","
497 000 €


","

497 000 €




64,5 m²



"
"Tallbergin puistotie 14, Lauttasaari, Helsinki","
				Kerrostalo, 1973
			","
				2H, KK, KPH, PARV.
			","
245 000 €


","

245 000 €




46,5 m²



"
"Jääkärinkatu 3, Ullanlinna, Helsinki","
				Kerrostalo, 1928
			","
				2h, avokeittiö, kph
			","
429 130 €


","

429 130 €




49 m²



"
"Pajamäentie 1 B, Pajamäki, Helsinki","
				Kerrostalo, 1958
			","
				2h, kk, kph, las.p
			","
218 000 €


","

218 000 €




42,5 m²



"
"Oikokatu 3 F, Kruununhaka, Helsinki","
				Kerrostalo, 1890
			","
				2h, k
			","
459 000 €


","

459 000 €




50 m²



"
"Untuvaisenkuja 4 A, Roihuvuori, Helsinki","
				Kerrostalo, 1991
			","
				2h, k, s
			","
199 000 €


","

199 000 €




57,5 m²



"
"Satamasaarentie 8 D, Vuosaari, Helsinki","
				Kerrostalo, 1967
			","
				3h+k
			","
199 000 €


","

199 000 €




70 m²



"
"Meripuistotie 6, Lauttasaari, Helsinki","
				Kerrostalo, 1969
			","
				3H, K, KPH, ERILL.WC, PARV.
			","
475 000 €


","

475 000 €




86,5 m²



"
"Rusthollinpolku 5 A, Puotila, Helsinki","
				Kerrostalo, 1962
			","
				3h, k, kph, vh, parveke
			","
255 450 €


","

255 450 €




65,5 m²



"
"Borgströminkuja 4 I, Laajasalo, Helsinki","
				Kerrostalo, 1966
			","
				3h+k+kph+vh+lasitettu parveke (Yhtiöjärjestyksen mukaan 3 h + k)
			","
249 000 €


				Hoitovastike 319,7 €/kk
			
","

249 000 €


				Hoitovastike 319,7 €/kk
			


72 m²

				3 458,3 €/m²
			


2/3

				Kerros
			

"
"Katajaharjuntie 2-4, Lauttasaari, Helsinki","
				Kerrostalo, 1963
			","
				2H, KK, KPH, LASIT.PARV.
			","
292 000 €


","

292 000 €




45,5 m²



"
"Aarteenetsijänkuja 8 E, Vesala, Helsinki","
				Kerrostalo, 1988
			","
				2h, k, kph, s, las.parv
			","
165 000 €


","

165 000 €




53 m²



"
"Suonotkontie 1 C, Maunula, Helsinki","
				Kerrostalo, 1963
			","
				2h+k+parv.
			","
229 000 €


","

229 000 €




60,5 m²



"
"Mannerheimintie 82 A, Taka-Töölö, Helsinki","
				Kerrostalo, 1936
			","
				3h+k+kph+erillinen wc (yhtiöjärjestyksen mukaan 3 h, keittiö)
			","
388 000 €


","

388 000 €




60 m²



"
"Poutuntie 8 C, Pohjois-Haaga, Helsinki","
				Kerrostalo, 1953
			","
				2 h+k+kph+parveke
			","
214 000 €


","

214 000 €




51 m²



"
"Yliskyläntie 5 B, Laajasalo Yliskylä, Helsinki","
				Kerrostalo, 1972
			","
				2h, k, lasitettu parveke
			","
228 000 €


","

228 000 €




52,5 m²



"
"Palkkatilankatu 5 C, Länsi-Pasila, Helsinki","
				Kerrostalo, 1983
			","
				3h+k+kph+lasit. terassi
			","
338 000 €


","

338 000 €




73,5 m²



"
"Haapaniemenkatu 3, Näkinpuisto, Helsinki","
				Kerrostalo, 1983
			","
				3h+k
			","
390 000 €


","

390 000 €




78,5 m²



"
"Vuorimiehenkatu 10 D, Ullanlinna, Helsinki","
				Kerrostalo, 1929
			","
				2h+k+rt+kph+et (Yj:n mukainen 2h+k)
			","
538 000 €


","

538 000 €




69 m²



"
"Meri-Rastilan tie 23 F 49, Vuosaari, Helsinki","
				Kerrostalo, 1996
			","
				3H+K+S
			","
21 530 €


","

21 530 €




68,5 m²



"
"Nuijamiestentie 30 D, Pohjois-Haaga, Helsinki","
				Kerrostalo, 1958
			","
				2h, k, kph, ja parveke(yj:n muk. 2h+k)
			","
235 000 €


","

235 000 €




54 m²



"
"Torivoudintie 12 A, Oulunkylä, Helsinki","
				Kerrostalo, 1980
			","
				3h+k+s
			","
220 000 €


","

220 000 €




68,5 m²



"
"Kaanaankatu 1d F221, Arabianranta, Helsinki","
				Kerrostalo, 2023
			","
				3h+kt+s
			","
478 000 €


","

478 000 €




73,5 m²



"
"Hämeentie 156 c, Toukola, Helsinki","
				Kerrostalo, 1949
			","
				2h+k+kph
			","
212 000 €


","

212 000 €




45,2 m²



"
"Viulutie 7 A, Kannelmäki, Helsinki","
				Kerrostalo, 1977
			","
				3h+k+las.p
			","
140 000 €


				Hoitovastike 502,5 €/kk
			
","

140 000 €


				Hoitovastike 502,5 €/kk
			


74,5 m²

				1 879,2 €/m²
			


4/4

				Kerros
			

"
"Kalasatamankatu 36 A 9, Kalasatama, Helsinki","
				Kerrostalo, 2024
			","
				3h+kt
			","
395 000 €


","

395 000 €




65,5 m²



"
"Kalasatamankatu 36 A 1, Kalasatama, Helsinki","
				Kerrostalo, 2024
			","
				3h+kt
			","
385 000 €


","

385 000 €




65,5 m²



"
"Kalasatamankatu 36 A, Verkkosaari, Helsinki","
				Kerrostalo, 2024
			","
				3h+kt
			","
385 000 €


","

385 000 €




65,5 m²



"
"Perttulantie 4, Lauttasaari, Helsinki","
				Kerrostalo, 2007
			","
				3H, AVOK, KPH, ERILL.WC, S, LASIT.PARV.
			","
548 000 €


","

548 000 €




80 m²



"
"Alppikatu 9 C, Kallio, Helsinki","
				Kerrostalo, 1962
			","
				2h+kk+kph+vh+parveke (yhtiöjärjestyksen mukaan 2 h+kk)
			","
260 000 €


				Hoitovastike 264 €/kk
			
","

260 000 €


				Hoitovastike 264 €/kk
			


44 m²

				5 909,1 €/m²
			


6/8

				Kerros
			

"
"Lehdesniityntie 3 B, Lehtisaari, Helsinki","
				Kerrostalo, 1967
			","
				2h+avok+p
			","
183 000 €


","

183 000 €




52,2 m²



"
"Neulapadontie 7 C, Myllypuro, Helsinki","
				Kerrostalo, 1970
			","
				3h + k + kph + Lasitettu parveke
			","
119 000 €


","

119 000 €




67 m²



"
"Merikannontie 5 A, Töölö, Helsinki","
				Kerrostalo, 2022
			","
				2h+kt+s+lasitettu parveke
			","
814 000 €


","

814 000 €




61,5 m²



"
"Museokatu 37 B, Etu-Töölö, Helsinki","
				Kerrostalo, 1928
			","
				2h + avok + kph + vh
			","
480 000 €


","

480 000 €




53,7 m²



"
"Punamäenpolku 1, Pikku Huopalahti, Helsinki","
				Kerrostalo, 1994
			","
				2H+K+S
			","
15 370 €


","

15 370 €




65,5 m²



"
"Iso Roobertinkatu 3-5 A, Punavuori, Helsinki","
				Kerrostalo, 1875
			","
				2h, k, kph
			","
749 000 €


","

749 000 €




96 m²



"
"Albertinkatu 9 B, Punavuori, Helsinki","
				Kerrostalo, 1929
			","
				2h, alkovi, k, kph, et
			","
495 000 €


","

495 000 €




60,5 m²



"
"Ultramariinikuja 5 C45, Kuninkaantammi, Helsinki","
				Kerrostalo, 2024
			","
				2h+kt
			","
216 579 €


				Hoitovastike 261,8 €/kk
			
","

216 579 €


				Hoitovastike 261,8 €/kk
			


34 m²

				6 370 €/m²
			


3/4

				Kerros
			

"
"Ounasvaarantie 20 A 25, Mellunmäki, Helsinki","
				Kerrostalo, 2025
			","
				3h, avok, sauna, parveke
			","
260 800 €


","

260 800 €




59 m²



"
"Ounasvaarantie 20 A 7, Mellunmäki, Helsinki","
				Kerrostalo, 2025
			","
				2h, avok, saunaos. + parveke
			","
178 880 €


","

178 880 €




37,5 m²



"
"Thomas Byströmin kuja 2, Jätkäsaari, Helsinki","
				Kerrostalo, 2015
			","
				2h, k, kph, s, vh, parveke
			","
398 000 €


","

398 000 €




50,5 m²



"
"Päivärinnankatu 4 A, Taka-Töölö, Helsinki","
				Kerrostalo, 1938
			","
				3h, k, kph, erillis-wc, khh, parveke (Yj:n mukaan: 3h+keittiö+palv.h+kph)
			","
789 000 €


","

789 000 €




96 m²



"
"Perämiehenkatu 5, Punavuori, Helsinki","
				Kerrostalo, 1961
			","
				3h, avok, kph, vh, et, las. parveke
			","
585 000 €


","

585 000 €




79 m²



"
"Vanhaistentie 8, Kannelmäki, Helsinki","
				Kerrostalo, 1960
			","
				3h, k, kph ja parveke.
			","
227 000 €


","

227 000 €




68,5 m²



"
"Nuppukuja 3 B, Viikki, Helsinki","
				Kerrostalo, 2000
			","
				3 h, k, kph, lasitettu parveke, varasto
			","
330 000 €


","

330 000 €




74,5 m²



"
"Teollisuuskatu 28 A, Konepaja, Helsinki","
				Kerrostalo, 2019
			","
				3h+avok+kph+vh+lasitettu parveke
			","
444 000 €


","

444 000 €




61,5 m²



"
"Karavaanikuja 4, Vuosaari, Helsinki","
				Kerrostalo, 2018
			","
				2H+KT
			","
32 111 €


","

32 111 €




49,5 m²



"
"Agronominraitti 6, Viikki, Helsinki","
				Kerrostalo, 2006
			","
				3H+K+S
			","
34 411 €


","

34 411 €




77 m²



"
"Pohjavedenportti 2, Vuosaari, Helsinki","
				Kerrostalo, 1999
			","
				2H+KK+S
			","
17 372 €


","

17 372 €




46 m²



"
"Pohjavedenportti 2, Vuosaari, Helsinki","
				Kerrostalo, 1999
			","
				2H+KK+S
			","
16 835 €


","

16 835 €




46 m²



"
"Laivalahdenkaari 9, Herttoniemenranta, Helsinki","
				Kerrostalo, 1997
			","
				3H+K+S
			","
24 216 €


","

24 216 €




71 m²



"
"Kauppalantie 12 C, Etelä-Haaga, Helsinki","
				Kerrostalo, 1957
			","
				3h+k+kph+kh+parveke
			","
319 000 €


","

319 000 €




60 m²



"
"Taidemaalarinkatu 16 D, Kuninkaantammi, Helsinki","
				Rivitalo, 2019
			","
				3h+kt+s
			","
289 000 €


","

289 000 €




77 m²



"
"Revontulentie 4 I, Suutarila, Helsinki","
				Rivitalo, 1980
			","
				3h+k++kph+s+wc+piha (YJ 3h+k+s)
			","
220 000 €


","

220 000 €




81,5 m²



"
"Ounasvaarantie 7, Mellunmäki, Helsinki","
				Kerrostalo, 1994
			","
				2H+K
			","
13 935 €


","

13 935 €




63 m²



"
"Ounasvaarantie 7, Mellunmäki, Helsinki","
				Kerrostalo, 1994
			","
				2H+KK
			","
11 386 €


","

11 386 €




50 m²



"
"Siltavoudintie 11 F, Oulunkylä, Helsinki","
				Kerrostalo, 1964
			","
				3h+k
			","
268 000 €


","

268 000 €




61 m²



"
"Keinulaudantie 3 C, Kontula, Helsinki","
				Kerrostalo, 1971
			","
				2h+k
			","
84 000 €


","

84 000 €




56,5 m²



"
"Svinhufvudintie 2 B, Kulosaari, Helsinki","
				Kerrostalo, 1960
			","
				 3 h, k, kph, p (yj:n mukaan 3h+k+kh+parv.)
			","
435 000 €


","

435 000 €




69 m²



"
"Jääkärinkatu 6 B, Ullanlinna, Helsinki","
				Kerrostalo, 1933
			","
				2h, k, palv.h, kph, wc
			","
458 000 €


","

458 000 €




71 m²



"
"Taidemaalarinkatu 10 A, Kuninkaantammi, Helsinki","
				Kerrostalo, 2018
			","
				3h, avok, kph, s, lasitettu parveke
			","
249 000 €


","

249 000 €




65 m²



"
"Ristiretkeläistenkatu 1 B, Viikinmäki, Helsinki","
				Rivitalo, 2016
			","
				3h, avok, kph, sauna, kodinhoitohuone / wc, terassi, lasitettu parveke
			","
399 000 €


","

399 000 €




73 m²



"
"Sotatuomarintie 11 B, Mäkkylä, Helsinki","
				Paritalo, 2020
			","
				2-3h + k + wc + psh-wc + s + ph + ullakko
			","
419 000 €


","

419 000 €




99 m²



"
"Kunnalliskodintie 9 C, Koskela, Helsinki","
				Kerrostalo, 2022
			","
				3h, k, kph, lasitettu terassi
			","
449 000 €


","

449 000 €




82 m²



"
"Hirsipadontie 7 D, Oulunkylä/Patola, Helsinki","
				Kerrostalo, 1974
			","
				2 h, k, kh, p (Yj 2 h+k) 
			","
208 000 €


","

208 000 €




59 m²



"
"Konalantie 43a B, Konala, Helsinki","
				Kerrostalo, 2011
			","
				3h+k+kph+s+vh+p+oma tonttiosuus
			","
335 000 €


","

335 000 €




81 m²



"
"Konttisatamankatu 2 F 8, Kalasatama, Helsinki","
				Kerrostalo, 2024
			","
				3h+kt+s
			","
810 900 €


","

810 900 €




78,5 m²



"
"Verkkoneula 5 D 121, Kalasatama, Helsinki","
				Kerrostalo, 2024
			","
				3h + kt
			","
48 667 €


","

48 667 €




60,5 m²



"
"Meri-Rastilan tie 9 B, Vuosaari, Helsinki","
				Kerrostalo, 1991
			","
				2h,kk
			","
179 000 €


","

179 000 €




60 m²



"
"Olkilyhteentie 4b A, Töyrynummi, Helsinki","
				Rivitalo, 2022
			","
				3h, avok, kph(2kpl), s, terassi
			","
385 000 €


","

385 000 €




73,5 m²



"
"Lauttasaarenmäki 2, Lauttasaari, HELSINKI","
				Kerrostalo, 2020
			","
				3h + kph + parveke
			","
611 700 €


","

611 700 €




63 m²



"
"Laivalahdenportti 2 C, Herttoniemenranta, Helsinki","
				Kerrostalo, 1998
			","
				3h+k+kph+s+wc+l.parv
			","
342 063 €


","

342 063 €




81 m²



"
"Paatsamatie 16 (C-talo) C 123, Haaga, Helsinki","
				Kerrostalo, 2023
			","
				3h+kt
			","
497 072 €


				Hoitovastike 660 €/kk
			
","

497 072 €


				Hoitovastike 660 €/kk
			


75 m²

				6 627,6 €/m²
			


5/6

				Kerros
			

"
"Annankatu 8 A, Punavuori, Helsinki","
				Kerrostalo, 1961
			","
				3h+k+kph+et+vh
			","
568 000 €


","

568 000 €




83 m²



"
"Koukkusaarentie 1, Vuosaari, Helsinki","
				Kerrostalo, 1967
			","
				2 h, k, kph, lasitettu parveke
			","
110 000 €


","

110 000 €




49 m²



"
"Ramsaynranta 7, Munkkiniemi, Helsinki","
				Kerrostalo, 1960
			","
				2h + k + p
			","
339 000 €


","

339 000 €




49,5 m²



"
"Asemapäällikönkatu 3 A, Itä-Pasila, Helsinki","
				Kerrostalo, 1976
			","
				2h+kk+kph+et+parveke (yhtiöj. mukaan 2h+kk)
			","
148 000 €


","

148 000 €




47 m²



"
"Väinämöisenkatu 21 A, Etu-Töölö, Helsinki","
				Kerrostalo, 1935
			","
				3h, k, kph, wc, halli, et
			","
598 000 €


","

598 000 €




92 m²



"
"Kyläkirkontie 7 A, Pitäjänmäki, Helsinki","
				Rivitalo, 1981
			","
				3h+avok+kph+ikk.sauna+ikk.wc
			","
323 910 €


","

323 910 €




78,5 m²



"
"Soidinkuja 1, Malmi, Helsinki","
				Kerrostalo, 1985
			","
				2h + k + s + p
			","
189 000 €


","

189 000 €




56,5 m²



"
"Markkinatie 13 A, Malmi, Helsinki","
				Kerrostalo, 1965
			","
				2h+k
			","
152 000 €


","

152 000 €




53 m²



"
"Viipurinkatu 29 A, Alppila, Helsinki","
				Kerrostalo, 1941
			","
				2h, avok, kph, vh, et
			","
229 000 €


","

229 000 €




36,2 m²



"
"Konalantie 4 B, Reimarla, Helsinki","
				Kerrostalo, 1963
			","
				2h+k+kph+2vh+lasitettu parveke
			","
179 000 €


","

179 000 €




47 m²



"
"Verkkosaarenranta 6, Verkkosaari, Helsinki","
				Kerrostalo, 2024
			","
				2h + avok + las. p
			","
301 737 €


","

301 737 €




47,5 m²



"
"Poutuntie 10 B, Pohjois-Haaga, Helsinki","
				Kerrostalo, 1953
			","
				2h, k, kph, parv
			","
247 000 €


","

247 000 €




49 m²



"
"Kalasatamankatu 9 A, Kalasatama, Helsinki","
				Kerrostalo, 2019
			","
				2h+avok+kph+vh+viherhuone (Yj. mukaan 2h+kt)
			","
329 000 €


","

329 000 €




37 m²



"
"Vaskihuhdantie 4 G, Suutarila, Helsinki","
				Luhtitalo, 1983
			","
				3-4 h, k, kh, p
			","
179 000 €


","

179 000 €




74,5 m²



"
"Ulvilantie 27b A, Munkkivuori, Helsinki","
				Kerrostalo, 1957
			","
				2h, k, kph
			","
249 000 €


","

249 000 €




43,2 m²



"
"Lauttasaarentie 39 A, Lauttasaari, Helsinki","
				Kerrostalo, 1954
			","
				3h+k+kph+vh+ransk.parv. (yj 3 h+k)
			","
428 000 €


","

428 000 €




69,3 m²



"
"Museokatu 33 A, Etu-Töölö, Helsinki","
				Kerrostalo, 1927
			","
				2h+k+kph (yhtiöjärjestyksen mukaan 2h+k)
			","
548 000 €


","

548 000 €




74 m²



"
"Tuulimyllyntie 8, Myllypuro, Helsinki","
				Kerrostalo, 1964
			","
				2h, k, kph, vh
			","
130 000 €


","

130 000 €




50,5 m²



"
"Vuolukiventie 2 ja 4 K, Pihlajamäki, Helsinki","
				Kerrostalo, 1965
			","
				2h + k + kph+las. parv.
			","
139 000 €


","

139 000 €




60 m²



"
"Puotilantie 8, Puotila, Helsinki","
				Kerrostalo, 1963
			","
				3h, k, kph, wc, p
			","
299 000 €


","

299 000 €




70 m²



"
"Hiidenkiukaantie 3 A, Lehtisaari, Helsinki","
				Kerrostalo, 1967
			","
				3h+avok+parv.
			","
229 000 €


","

229 000 €




64 m²



"
"Kirkonkyläntie 84 B, Suutarila, Helsinki","
				Paritalo, 1992
			","
				3h, k, s, vh, kph, eril. wc, parveke, piha
			","
258 000 €


","

258 000 €




66 m²



"
"Kirstinkatu 3 A, Kallio, Helsinki","
				Kerrostalo, 1956
			","
				2h+kk+rt+kph+vh+et+ransk.parveke (yhtiöj. mukaan 2h+kk+kh)
			","
229 000 €


","

229 000 €




46,5 m²



"
"Kiviportintie 46-48, Vartiokylä, Helsinki","
				Kerrostalo, 1971
			","
				2h + k + p
			","
190 000 €


","

190 000 €




55 m²



"
"Alppikylänkuja 8, Suurmetsä, Helsinki","
				Kerrostalo, 2014
			","
				3h+kt+s
			","
57 839 €


","

57 839 €




82 m²



"
"Koillisväylä 15 B, Lauttasaari, Helsinki","
				Kerrostalo, 1972
			","
				3h+k+kph+wc+las.parv.
			","
548 000 €


","

548 000 €




79,5 m²



"
"Liuskekuja 1 H, Pihlajamäki, Helsinki","
				Kerrostalo, 1985
			","
				2 h, k, kh, p
			","
127 000 €


","

127 000 €




57 m²



"
